hpo_id	hpo_name	comment	definition_x
HP:0031137	Storage in hepatocytes		Hepatocytes (liver parenchymal cells) exhibit a bloated appearance because of expansion of the cytoplasm by accumulated material. []
HP:0011203	EEG with abnormally slow frequencies		EEG with abnormally slow frequencies. [HPO_CONTRIBUTOR:jalbers]
HP:0006561	Lipid accumulation in hepatocytes		
HP:0003800	Muscle abnormality related to mitochondrial dysfunction		
HP:0003688	Cytochrome C oxidase-negative muscle fibers	This abnormality can be assayed by muscle biopsy. Cytochrome C oxidase is an enzyme of the respiratory electron transport chain of mitochondria that is located in the mitochondrial membrane.	An abnormally reduced activity of the enzyme cytochrome C oxidase in muscle tissue. [https://orcid.org/0000-0002-0736-9199]
HP:0100660	Dyskinesia		A movement disorder which consists of effects including diminished voluntary movements and the presence of involuntary movements. [https://orcid.org/0009-0006-4530-3154]
HP:0032243	Abnormal tissue metabolite concentration		Any deviation from the normal concentration of a metabolite in a tissue. []
HP:0025454	Abnormal CSF metabolite concentration		Any deviation from the normal range of concentration of a metabolite in the cerebrospinal fluid. []
HP:0001942	Metabolic acidosis	The Henderson-Hasselbalch method defines metabolic acidosis by the presence of an acid-base imbalance associated with a plasma bicarbonate concentration below 20 mmol/L. The association of this imbalance with decreased pH is called acidemia, which is often described as severe when the pH is equal to or below 7.20. Arterial blood gas measurements can be performed in patients with a decreased plasma bicarbonate level so as to eliminate respiratory alkalosis, confirm the diagnosis of metabolic acidosis, and test for mixed acidosis.	Metabolic acidosis (MA) is characterized by a fall in blood pH due to a reduction of serum bicarbonate concentration. This can occur as a result of either the accumulation of acids (high anion gap MA) or the loss of bicarbonate from the gastrointestinal tract or the kidney (hyperchloremic MA). By definition, MA is not due to a respirary cause. [https://orcid.org/0000-0002-0736-9199, PMID:17936961, PMID:31418093]
HP:0007325	Generalized dystonia		A type of dystonia that affects all or most of the body. [https://orcid.org/0000-0002-0736-9199]
HP:0007183	Focal T2 hyperintense basal ganglia lesion		A lighter than expected T2 signal on magnetic resonance imaging (MRI) of the basal ganglia. This term refers to a localized hyperintensity affecting a particular region of the basal ganglia. [https://orcid.org/0000-0002-0736-9199]
HP:0030085	Abnormal CSF lactate concentration		Abnormal concentration of lactate in the cerebrospinal fluid. [https://orcid.org/0000-0002-0736-9199]
HP:0025155	Abnormality of hepatobiliary system physiology		A functional anomaly of the hepatobiliary system []
HP:0002555	Absent pubic hair		Absence of pubic hair. [https://orcid.org/0000-0002-0736-9199]
HP:0002298	Absent hair		
HP:0009888	Abnormality of secondary sexual hair		Abnormality of the growth of secondary sexual hair, which normally ensues during puberty. In males, secondary sexual hair usually comprises body hair, including underarm, abdominal, chest, and pubic hair. In females, secondary sexual hair usually comprises a lesser degree of body hair, most prominently underarm and pubic hair. [https://orcid.org/0000-0002-0736-9199]
HP:0000653	Sparse eyelashes		Decreased density/number of eyelashes. [PMID:19125427]
HP:0002225	Sparse pubic hair		Reduced number or density of pubic hair. [https://orcid.org/0000-0002-0736-9199]
HP:0002223	Absent eyebrow		Absence of the eyebrow. [https://orcid.org/0000-0002-0736-9199]
HP:0002221	Absent axillary hair		Absence of axillary hair. [https://orcid.org/0000-0002-0736-9199]
HP:0002215	Sparse axillary hair		Reduced number or density of axillary hair. [https://orcid.org/0000-0002-0736-9199]
HP:0031288	Cobblestone-like hyperkeratosis		The presence of verrucous, cobblestone-like papules and nodules in a region of skin that is said to have an appearance like that of cobblestones. [PMID:18809899]
HP:0100133	Abnormality of the pubic hair		Abnormality of the growth of the pubic hair. Pubic hair is part of the secondary sexual hair, which normally ensues during puberty. [https://orcid.org/0009-0006-4530-3154]
HP:0100134	Abnormality of the axillary hair		Abnormality of the growth of the axillary hair. Axillary hair is part of the secondary sexual hair, which normally ensues during puberty. [https://orcid.org/0009-0006-4530-3154]
HP:0200102	Sparse or absent eyelashes		
HP:0004779	Brittle scalp hair		Fragile, easily breakable scalp hair. [https://orcid.org/0000-0003-1773-4011]
HP:0004528	Generalized hypotrichosis		Reduced or lacking hair growth in a generalized distribution. [https://orcid.org/0000-0002-0736-9199]
HP:0030807	Abnormal nail growth		Nail whose growth pattern or speed deviates from normal. [https://orcid.org/0000-0002-0736-9199]
HP:0008383	Slow-growing nails		Nails whose growth is slower than normal. [https://orcid.org/0000-0002-0736-9199]
HP:0003220	Abnormality of chromosome stability		A type of chromosomal aberration characterised by reduced resistance of chromosomes to change or deterioration. [https://orcid.org/0000-0002-0736-9199]
HP:0005374	Cellular immunodeficiency		An immunodeficiency characterized by defective cell-mediated immunity or humoral immunity. [http://www.dictionary.com/browse/cellular-immunodeficiency]
HP:0100579	Mucosal telangiectasiae		Telangiectasia of the mucosa, the mucous membranes which are involved in absorption and secretion that line cavities that are exposed to the external environment and internal organs. [https://orcid.org/0009-0006-4530-3154]
HP:0000556	Retinal dystrophy		Retinal dystrophy is an abnormality of the retina associated with a hereditary process. Retinal dystrophies are defined by their predominantly monogenic inheritance and they are frequently associated with loss or dysfunction of photoreceptor cells as a primary or secondary event. [https://orcid.org/0000-0003-0986-4123]
HP:0007754	Macular dystrophy		Macular dystrophy is a nonspecific term for premature retinal cell aging and cell death, generally confied to the macula in which no clear extrinsic cause is evident. [https://orcid.org/0000-0002-0736-9199]
HP:0100308	Cerebral cortical hemiatrophy		Atrophy of one side of the brain, characterized by findings including thinning of the cerebral cortex, reduced volume of the cerebral white matter with abnormal myelination, and enlargement of the ispilateral fourth ventricle. [https://orcid.org/0000-0002-0736-9199]
HP:0007440	Generalized hyperpigmentation		
HP:0007443	Partial albinism		Absence of melanin pigment in various areas, which is found at birth and is permanent. The lesions are known as leucoderma and are often found on the face, trunk, or limbs. [https://orcid.org/0000-0002-0736-9199]
HP:0012412	Premature adrenarche	"Adrenarche is an early sexual maturation stage that typically occurs at around 6 to 8 years of age, during which the adrenal cortex begins to secrete increased levels of androgens resulting from the development of the zona reticularis in the adrenal cortex. Note that pubarche refers to the development of pubic hair, axillary hair, and adult sweat gland (apocrine) odor. The physical features associated with pubarche reflect the onset of adrenarche, which refers to the pubertal maturation of the adrenal and is associated with increased secretion of an adrenal hormone called dehydroepiandrosterone sulfate (DHEAS). {xref=""PMID:10414639""}"	Onset of adrenarche at an earlier age than usual. [https://orcid.org/0000-0002-0736-9199]
HP:0002777	Tracheal stenosis		
HP:0006695	Atrioventricular canal defect	During atrioventricular valvuloseptal morphogenesis, the endocardial cushions expand as they are infiltrated by extracellular matrix secreted from the surrounding myocardium. The cushions then fuse and are remodeled to form the atrioventricular valves and septa. Failure of this process results in AVSD, with the degree of severity dependent on the stage at which the developmental failure occurs. AVSD are a spectrum of cardiac malformations that result in a persistent common atrioventricular canal.	A defect of the atrioventricular septum of the heart. [https://orcid.org/0000-0002-0736-9199, PMID:12632326]
HP:0001360	Holoprosencephaly	The presence of a single cerebral ventricle (instead of the usual four) may be seen as part of holoprosencephaly.	Holoprosencephaly is a structural anomaly of the brain in which the developing forebrain fails to divide into two separate hemispheres and ventricles. [https://orcid.org/0000-0002-0736-9199]
HP:0002101	Abnormal lung lobation		A developmental defect in the formation of pulmonary lobes. [https://orcid.org/0000-0002-0736-9199]
HP:0009623	Proximal placement of thumb	Thumb placement index greater than 0.55; or, the base of the thumb appears closer to the wrist than is typical. The technique for the thumb placement index is described in detail [Malina et al., 1973; Hall et al., 2007]. Briefly, the thumb placement index is the distance from the proximal crease of the index finger to the angle of the first interdigital space divided by the distance from the proximal crease of the index finger to the wrist flexion crease at the base of the thumb. This term should not be used with Preaxial polydactyly.	Proximal mislocalization of the thumb. [https://orcid.org/0000-0002-0736-9199, PMID:19125433]
HP:0002021	Pyloric stenosis	Pyloric stenosis occurs in the first few months of life.	Pyloric stenosis, also known as infantile hypertrophic pyloric stenosis, is an uncommon condition in infants characterized by abnormal thickening of the pylorus muscles in the stomach leading to gastric outlet obstruction. Clinically infants are well at birth. Then, at 3 to 6 weeks of age, the infants present with projectile vomiting, potentially leading to dehydration and weight loss. [https://orcid.org/0000-0002-0736-9199, PMID:32310391]
