disorder_id,name,orpha_code,definition,prevalence_geo
19530,Juvenile primary lateral sclerosis,247604,"A very rare motor neuron disease characterized by progressive upper motor neuron dysfunction leading to loss of the ability to walk with wheelchair dependence, and subsequently, loss of motor speech production.",Europe=<1 / 1 000 000
20839,Infantile-onset ascending hereditary spastic paralysis,293168,"Infantile-onset ascending hereditary spastic paralysis (IAHSP) is a very rare motor neuron disease characterized by severe spasticity of the lower limbs in early life, progression of spasticity to the upper limbs in late childhood, and dysarthria.",Worldwide=<1 / 1 000 000
1427,Ataxia-oculomotor apraxia type 1,1168,"A rare autosomal recessive cerebellar ataxia, characterized by progressive cerebellar ataxia associated with oculomotor apraxia, severe neuropathy, and hypoalbuminemia.",Unknown
23023,Infantile nephropathic cystinosis,411629,"A subtype of cystinosis characterized by an accumulation of cystine in the organs and tissues, particularly in the kidneys and eyes, and that clinically manifests from infancy with renal Fanconi syndrome, photophobia, hypothyroidism, impaired growth and rickets, in addition to various other systemic effects. Progressive extra-renal manifestations include hypothyroidism, hypogonadism and male infertility, insulin-dependent diabetes, hepatosplenomegaly with portal hypertension, muscle involvement with distal muscle weakness and atrophy, pharyngeal and oral dysfunction, swallowing difficulties, cerebral involvement with hypotonia, speech and walking difficulties, and cerebellar syndrome.",Unknown
23024,Juvenile nephropathic cystinosis,411634,"A subtype of cystinosis characterized by an accumulation of cystine in different organs and tissues, particularly in the kidneys and eyes, and that clinically manifests between childhood and adolescence with a slowly progressive proximal tubulopathy and/or proteinuria, and photophobia. Extra-renal manifestations (e.g. hypothyroidism, insulin-dependent diabetes, hepatosplenomegaly, muscular and cerebral involvement) are less severe than in the infantile form of the disease.",Unknown
23025,Ocular cystinosis,411641,"Ocular cystinosis is the benign, adult form of cystinosis (see this term), a metabolic disease characterized by an accumulation of cystine crystals in the cornea and conjunctiva responsible for tearing and photophobia and associated with no other additional manifestations.",Unknown
2482,Odonto-onycho-dermal dysplasia,2721,"A rare, genetic, ectodermal dysplasia syndrome characterized by dental abnormalities (primarily agenesis of the permanent and deciduous teeth with cone-shaped incisors and canines), onychodysplasia, palmoplantar hyperkeratosis, dry skin and, more variably, hypotrichosis, and sweat gland dysfunction (hyper- or hypohidrosis).",Worldwide=<1 / 1 000 000
7026,Autosomal recessive hypohidrotic ectodermal dysplasia,248,,Unknown
10664,Schöpf-Schulz-Passarge syndrome,50944,"Schöpf-Schulz-Passarge syndrome (SSPS) is a rare autosomal recessive ectodermal dysplasia characterized by multiple eyelid apocrine hidrocystomas, palmoplantar keratoderma, hypotrichosis, hypodontia and nail dystrophy.",Worldwide=<1 / 1 000 000
432,Chronic mucocutaneous candidiasis,1334,"Chronic mucocutaneous candidosis (CMC) refers to a group of heterogenous disorders characterized by persistent, debilitating and/or recurrent infections of the skin, nails, and mucus membranes, mainly with the fungal pathogen<i> Candida albicans</i>.",Unknown
14488,Maligant granulosa cell tumor of the ovary,99915,"Malignant granulosa cell tumor of ovary is a rare malignant sex cord stromal tumor of ovary (see this term) arising from the granulosa cells of the ovary, which occurs in peri and post menopausal women, and that presents with abnormal vaginal bleeding, abdominal pain and distension. The tumor is frequently unilateral, estrogen secreting, and has a slow natural history and a tendency to relapse long after the initial diagnosis, necessitating prolonged follow-up.",Unknown
14489,Malignant Sertoli-Leydig cell tumor of the ovary,99916,"Malignant Sertoli-Leydig cell tumor of ovary is a rare malignant sex cord stromal tumor of ovary (see this term) occuring typically in young women and characterized by manifestations of androgen excess (hirsutism, hair loss, amenorrhea, or oligomenorrhea), when functional.",Unknown
20371,Familial multinodular goiter,276399,,Unknown
20598,Pleuropulmonary blastoma familial tumor susceptibility syndrome,284343,,Unknown
22928,Global developmental delay-lung cysts-overgrowth-Wilms tumor syndrome,404476,"Global developmental delay-lung cysts-overgrowth-Wilms tumor syndrome is a rare, genetic, overgrowth syndrome characterized by global developmental delay, macrosomia with subsequent somatic overgrowth, bilateral cystic lung lesions, congenital nephromegaly and bilateral Wilms tumor. Craniofacial dysmorphism includes macrocephaly, frontal bossing, large anterior fontanelle, mild hypertelorism, ear pit, flat nasal bridge, anteverted nares and mild micrognathia. Additional features may include brain and skeletal anomalies, enlarged protuberant abdomen, fat pads on dorsum of feet and toes, and rugated soles with skin folds, as well as umbilical/inguinal hernia and autistic behavior.",Worldwide=<1 / 1 000 000
19619,Microphthalmia-retinitis pigmentosa-foveoschisis-optic disc drusen syndrome,251279,"Microphthalmia-retinitis pigmentosa-foveoschisis-optic disc drusen syndrome is a rare, genetic, non-syndromic developmental defect of the eye disorder characterized by the association of posterior microphthalmia, retinal dystrophy compatible with retinitis pigmentosa, localized foveal schisis and optic disc drusen. Patients present high hyperopia, usually adult-onset progressive nyctalopia and reduced visual acuity, and, on occasion, acute-angle glaucoma.",Worldwide=<1 / 1 000 000
812,Wolfram syndrome,3463,"A rare, genetic, endocrine disorder characterized by type I diabetes mellitus (DM), diabetes insipidus (DI), sensorineural deafness (D), bilateral optical atrophy (OA) and neurological signs.",United Kingdom=1-9 / 1 000 000;India=1-9 / 1 000 000;Worldwide=1-9 / 1 000 000;Specific population=1-9 / 100 000;Japan=1-9 / 1 000 000;Europe=1-9 / 1 000 000
1007,Congenital generalized lipodystrophy,528,"A rare autosomal recessive form of lipodystrophy characterized by the association of generalized lipoatrophy with acromegaloid features, muscle hypertrophy, insulin resistance, hypertriglyceridemia, and liver steatosis.",Europe=1-9 / 1 000 000;United States=<1 / 1 000 000;Turkey=<1 / 1 000 000
14709,Autosomal dominant spastic paraplegia type 17,100998,"A complex hereditary spastic paraplegia characterized by progressive spastic paraplegia, upper and lower limb muscle atrophy, hyperreflexia, extensor plantar responses, pes cavus and occasionally impaired vibration sense. Association with hand muscles amyotrophy typical.",Worldwide=<1 / 1 000 000
22293,Severe neurodegenerative syndrome with lipodystrophy,363400,"Severe neurodegenerative syndrome with lipodystrophy is a rare, genetic, neurodegenerative disorder characterized by progressive psychomotor and cognitive regression (manifesting with gait ataxia, spasticity, loss of language, mild to severe intellectual disability, pyramidal and extrapyramidal signs and, frequently, development of tretraplegia or tetraparesis) associated with variable degrees of lipodystrophy, hepatomegaly, hypertriglyceridemia and muscular hypertrophy. Hyperactivity, tremor and development of seizures may also be associated.",Worldwide=<1 / 1 000 000
2965,Arterial tortuosity syndrome,3342,"A rare autosomal recessive connective tissue disorder characterized by tortuosity and elongation of the large and medium-sized arteries and a propensity towards aneurysm formation, vascular dissection, and stenosis of the pulmonary arteries.",Worldwide=<1 / 1 000 000
10879,Carpenter syndrome,65759,"A rare syndromic craniosynostosis with variable phenotypic expression characterized by craniosynostosis, intellectual disability, distinctive facies, abnormalities of the fingers and toes (brachydactyly, polydactyly and syndactyly), short stature, congenital heart disease, skeletal defects, obesity, genital abnormalities and umbilical hernia.",Worldwide=<1 / 1 000 000
11796,"Hereditary palmoplantar keratoderma, Gamborg-Nielsen type",86923,"Hereditary palmoplantar keratoderma, Gamborg-Nielsen type is characterised by the presence of diffuse palmoplantar keratoderma without associated symptoms. The syndrome has been described in multiple families from the northernmost county of Sweden (Norrbotten). The palmoplantar keratoderma found in the Gamborg-Nielsen type disease is milder than that found in Mal de Meleda but more severe than that found in Thost-Unna palmoplantar keratoderma (see these terms). Transmission is autosomal recessive.",Unknown
11800,Mal de Meleda,87503,"Mal de Meleda (MdM) is a diffuse palmoplantar keratoderma, initially reported in the Island of Meleda, characterized by symmetric palmoplantar hyperkeratosis that progressively extends to the dorsal surfaces of hands and feet (transgrediens). The disease can be associated to hyperhidrosis, lichenoid plaques and perioral erythema.",Worldwide=1-9 / 100 000
1443,Infantile-onset spinocerebellar ataxia,1186,Infantile-onset spinocerebellar ataxia (IOSCA) is a hereditary neurological disorder with early and severe involvement of both the peripheral and central nervous systems. It has only been described in Finnish families.,Worldwide=<1 / 1 000 000
2589,Perrault syndrome,2855,"Perrault syndrome (PS) is characterized by the association of ovarian dysgenesis in females with sensorineural hearing impairment. In more recent PS reports, some authors have described neurologic abnormalities, notably progressive cerebellar ataxia and intellectual deficit.",Worldwide=<1 / 1 000 000
10966,Sensory ataxic neuropathy-dysarthria-ophthalmoparesis syndrome,70595,"A rare mitochondrial disease characterized by adult onset of the triad of sensory ataxic neuropathy, dysarthria, and ophthalmoparesis. Additional signs and symptoms are highly variable and include myopathy, seizures, and hearing loss, among others. Brain imaging may show cerebellar white matter abnormalities and/or bilateral thalamic lesions.",Unknown
22319,"Mitochondrial DNA depletion syndrome, hepatocerebrorenal form",363534,"Mitochondrial DNA depletion syndrome, hepatocerebrorenal form is a rare, genetic, mitochondrial DNA depletion syndrome characterized by neonatal or early-infantile onset hepatopathy (manifesting with hepatomegaly, cholestasis, increased transaminases, coagulopathy, hypoalbuminemia, ascites, and/or liver failure), associated with renal tubulopathy and progressive neurodegenerative manifestations, which include muscular atrophy, hypore&#64258;exia, ataxia, sensory neuropathy, epilepsy, sensorineural hearing impairment, psychomotor regression, athetosis, nystagmus, and/or ophthalmoplegia. Patients typically present with recurrent vomiting, severe failure to thrive, feeding difficulties, and fasting hypoglycemia.",Worldwide=<1 / 1 000 000
